selected_text;sentiment
easy.;positive
amazing;positive
What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture;neutral
everyone has left me;negative
YAY;positive
Have a BLESSED morning.;neutral
it cant be that good;negative
Me and him are **** done,;negative
having no service sucks;negative
proud of you;positive
Is at work  ohwell need money so : D;neutral
sucked away;negative
we didnt see you though;negative
Pub crawling through NE pdx;neutral
My cat died of kidney failure during my math test  This day needs to get better.;neutral
kicked;negative
a date with someone special;positive
lovely wedding;positive
probably going to miss Silverstone`s race again this season in iRacing , so sad   this track is pure laser scanned awesomeness;neutral
i couldn`t eat all my nuggets  finish them for me.;neutral
Ugh.;negative
?  It doesn`t sound goo;negative
working, my 4-day weekend is over, aah well another one coming in 2 weeks;neutral
nicely;positive
hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from  via Tasmania. DM me;neutral
haha kk tell me when u remember;neutral
All is good;positive
Hehe;positive
sorry;negative
at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy;neutral
Awww it`s still not the same  I`m going to have a look though.;neutral
Eating at Zippys with candace!;neutral
ks super sweet!;positive
is watching two + a half men, work experience again tomorrow;neutral
Fingers crossed;positive
Can`t wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.;neutral
George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature;neutral
I can understand!;positive
Ahh that`s fun;positive
sucks;negative
e sad;negative
Here comes the sun, here comes the sun, and I say it`s all right;neutral
favourtie,;positive
great;positive
haha  Thanks!;positive
At LA Fitness, at work right now.....pretty busy morning;neutral
omg   i found it  thn;positive
for the gays i only made 200 tonight;neutral
Rest in peace ma;negative
exhilerating;positive
we are all so proud of you!;positive
loving;positive
morrissey will cure you  I am jealous. but not in a slash your tyres way just in a hope you enjoy it wish I cuold go way;neutral
won;positive
Thinking about Con Law, fighting a headache, & Paying bills...;neutral
thanks;positive
uncomfortable..;negative
We all need that simple reminder-thx!;positive
happy;positive
I`m so sick;negative
i guess i`ll do both since i cant really decide which one to choose;neutral
playing pet society;neutral
Something like that;neutral
think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!;negative
. Pleaseeeeeeeeeeeeee Im Bored.;negative
Oh lovely;positive
Good;positive
Yes, I`m originally from Argentina. And very `mystic` about that  ...ï¿½ bientï¿½t de te lire Quincy!;neutral
Oh MAN !!;negative
IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT;neutral
Did you get your free chocolate?!? I still haven`t gotten my email.;neutral
cool thanks;positive
good;positive
unfortunately;negative
I`ve worked my finger tips bare today coding. But we got there.;neutral
I need to be sleeping.. But i`m not even tired..;neutral
Hehe. Yeah, me too.  or I would totally write it. XD;neutral
Sgt. Hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for Sgt. Ski....;neutral
and that includes the chota-chota stuff released by Reflexie Arcade too!;neutral
interesting!;positive
DAMMIT!;negative
Great;positive
nice;positive
i love;positive
awww poor jayk. :[ try to make the drive fun.and eat something soon!have a great show tonight i wish i could go,i live too far;neutral
break;negative
I miss;negative
Sickkkk;negative
fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best;neutral
It feels good ha;positive
dont like;negative
This is fun;positive
Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.;neutral
We don`t have either of those here.;neutral
hahaha. I`m driving, so I leave roundabouts when I wake up tomorrow. Arrive proximately 5 hrs from then.  See ya tmw!;neutral
you have the odd nugget of wisdom.;negative
man.....i`m at a loss for words.....looks like i`ma get an unexpected graduation gift.....in a good way;positive
Just watched Mall Cop. Wasn`t that funny, but wasn`t too bad. I guess. I kinda wish I still worked at a movie theater..;neutral
Booo. Finally I could get back on here. My Internet went out;neutral
Goodnight;positive
s  haha;positive
scariest;negative
where is  ???;neutral
Love;positive
funny;positive
Thanks darling girl;positive
Trying to pace myself.;positive
miss;negative
delayed;negative
not nice;negative
It was fun!;positive
fool;negative
h of cool people. Checked your portfolio, nice work/details in the project;positive
except the fact that it`s been raining since Wednesday, and not supposed to stop till Monday. ew.;negative
boring;negative
Back home.  Preheatin` oven before popping in a pizza;neutral
u guys are soo unfair smh...;negative
I have no one to go to the spring show with;neutral
I`m considering buying one of these. Hence the `Monk';neutral
just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there;neutral
no idea offhand, but if you keep tweeting about crowdsourcing graphics I`m sure someone will tell you;neutral
Writing out to tape.  #48hoursnz;neutral
Feelin a little blue tonight.. Love might be good;neutral
everything is good except that neck shot and Steve`s back of the head shots!;neutral
Got Firefox working again. Now I just have to get back all of my bookmarks...;neutral
Great;positive
dear  a)stop snoring and b) move from the middle of the bed, please.;neutral
Nothing to do tonight.;neutral
On my way to the burial;neutral
feeling any better hon?;neutral
Spendin time with ant before he`s gone for the night;neutral
YAHOO!;positive
Alaska-so far so good;positive
s fun;positive
..stupid weather.;negative
Yes it`s herrrrr.  Dude, I`m gonna **** cry.;negative
aww;positive
Is listening to Prima j - rockstar so dang catchyy;neutral
why thankyou  _garner suggested Fannie Bay (but it is in Darwin);neutral
well i miss her i think she would really like it  re:trina;neutral
hope;positive
#avatarcamp photos, perhaps?  lol (just itching to see them!);neutral
not feelin so hot;neutral
couldn`t remember wh;negative
Ohh Emmm Geee.;positive
will be so boring.;negative
is off to work;neutral
fail!;negative
sad;negative
really shouldnt have.;negative
will continue my dramathon! episode 14 here i come!;neutral
College cops: they get suspicious when they see more than one person in a group together.;neutral
love;positive
heavy;negative
yay! boxing!! although after the boxing, sparring & eating, have to spend the rest of the evening troubleshooting java code for hw.;neutral
I suppose it has a certain 80`s charm. I`d personally hold out for the motorola 8 track phone. I like my phones chunky;neutral
what do you mean jorx?;neutral
g LOTS of fun.;positive
****;negative
Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!;neutral
.  Have a good night;positive
Up was sooo gooooood.;positive
wish;positive
never part of these follow fridays;neutral
heard you slutted it up!;negative
Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG;neutral
You don`t have to rub it in.;neutral
Not married any more! Silly man!;negative
i can`t wait! its most definately going to be amazing.  <3 michelle;positive
such a wonderful day;positive
guess its a no go girlie. I`m still at the gym and work at 6:30am;neutral
****;negative
Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up;neutral
****... long shift tonight... I really should sleep but I`m not tired. Had a nice talk with Jon after work  Gotta love that boy!;neutral
Is actually workin the weekend...Not for it;neutral
wish;positive
hey dude im finishing my lullaby  dude i saw a pic of you w/ long hair umm lets just say keep it short ha;neutral
weekend is going great;positive
Oh no;neutral
Sad face moment of the day;negative
disappointed;negative
this is my second to last biology and the first time that i have ever been on time. Haha.;neutral
fun;positive
I`m not posh enough to read Tatler;neutral
right. coursework now. PROMISE;neutral
Great album..;positive
I`m just a couple bus stops away from an LC, but I didn`t realize that until about a month or so ago;neutral
_J heehee. i love you! i am tired.;neutral
Wish;positive
Phone with Kayla, Johnathan, and Cisco!  Woo!;neutral
promise;positive
life is good;positive
sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight;neutral
Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible;neutral
thanks for reading my blog. and for laughing at MY PERILS AND TRAGEDIES! ****Cries****;neutral
ps- are you a doctor or swine flu paranoid?;neutral
? Sorry;positive
so much fun;positive
No churchill downs for me tomorrow;neutral
sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.;negative
glad;positive
today i was so happy got i got off school early, but now i`m bored!!;neutral
nice co;positive
Man I`m sick;negative
Fail.;negative
aw, that`s cute;positive
*hugs*;neutral
Im soo happy;positive
oh my. i have to play cluedo.;neutral
Friday and it`s raining;neutral
u,i love you;positive
;
You have a DM amigui;neutral
no food;negative
trying to win tickets! com`on dc101...;neutral
just got home lng.;neutral
Missing you all deeply;negative
Yay;positive
I`m sending a Happy Mama`s Day shout to the greatest Twit-mama ever to ... U kick ****, all day - everyday! Lovely sons!!;positive
ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in;neutral
I don`t like;negative
Best;positive
two months from today till I`m Mrs. Josiah!! ahhhH!;neutral
Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site;neutral
is cute;positive
boo fo;negative
! I`m soo excited for 6th June, as its my bday aswell!;positive
perfect;positive
nice;positive
is going out in the rain;neutral
_ming  me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny;neutral
I wish;positive
Good;positive
oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together;neutral
i didn`t get to chat!;negative
lost;negative
I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go;neutral
i have tickets worth about 70 KD - about 880 Derham - for ta`3yeem my car`s window;neutral
next time you are around please let me and  know and we will take you for lunch too;neutral
im so bummed;negative
THX;positive
LOVED;positive
It`s well good!!;positive
hi I`m goin to see you on wednesay at shepards bush;neutral
hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!;neutral
love;positive
It`s official, I`m finally getting grey hairs at 36;neutral
I didn`t look cute.;negative
good;negative
'I only think of you as breaking my heart, I`m trying to keep it together but I`m falling apart.';negative
frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor;neutral
that`s a whole lot of rainstorm goin` on.  Maybe I won`t go out tonight...;neutral
Its sunny atm, need to drop my brother for his classes later, so will find out then;neutral
ee I told you  I`m updating my personal site with lots of goodies check them out as they come;neutral
always look on the bright side of life;positive
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D;neutral
good;positive
Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don`t need the snack anyway.;neutral
I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!;positive
sick;negative
I want a fake BLT....;neutral
there is no sale in Botega...;neutral
Happy Mother`s Day;positive
everyone have a wonderful day;positive
I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street;neutral
He made me sad;negative
Thanks  your my first lol;neutral
IT IS MADE OF FAIL!;negative
i don`t know !!;neutral
1 pm...;neutral
i have being lost;negative
Sadly;negative
got caught in the rain outside. now im cold bbbbrrrrrrrr;neutral
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like;neutral
hurts;negative
Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left;neutral
Thanks;positive
follow her shes lonelyyyy;neutral
Home from the mall  & got mommy`s gift for tomrrow;neutral
a good;positive
Ugh... I definitely speak too soon...;neutral
tough;negative
exhausted;negative
cleaning time;neutral
i hated it.;negative
hope u r well;positive
happy mothers day people;positive
Yes, he`s really back!: I couldn`t wait for this day to arrive and finally it`s here!;positive
. you left me first .. and left your bed here for me to look at;neutral
weird;negative
I`m REALLY curious;positive
love;positive
can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz;neutral
he thinks he`s a gangsterrr  his **** don`t even fit in G Unit;negative
Freckles;negative
it`ll probably come out like I`m drunk or something...I`ll be so nervous!! LOL...thats why we will be there to help eachother;neutral
doing more uni assignments;neutral
yeah ill be on verizon... so those are my two options right now...;neutral
i wish my drems could come true;positive
LOVE;positive
yeah!;positive
yeah  and _LilJess_x did only ones that care for me;neutral
Thanks!  I am doing good;positive
****;negative
kk hates me  -cryy;negative
Someone stole my new laptop at the airport.;negative
scare;negative
heh, i meant differences between b3 and b4;neutral
loving Mondays;positive
miss;negative
y cute;positive
fan,;positive
wouldn`t have to worry about the bus being ****,;negative
I left a chocolate egg sitting in my office, and now it`s calling my name..;neutral
depressing;negative
might not be a good thing;negative
Too bad;negative
love;positive
My fave,;positive
greatest;positive
*whew* Ok good.I really don`t want that too happen. All my friends loved it. Can`t wait to talk about it monday in class.;neutral
missing;negative
ah . thanks .. appreciate it;positive
We just crossed into the golden state, its nice being home;positive
peace & quiet.  Enjoy it while it lasts!;positive
missing;negative
not helping!;negative
Got tickets for your gig in Glasgow, gutted we have to wait til November though;neutral
some **** like that.;negative
I love;positive
sore;negative
blessed;positive
stupid;negative
love;positive
siccck.;negative
I agree  pre decided I think...;neutral
Hope;positive
awesome!;positive
I found out thro mama;neutral
anytime buddy  I c u @ 701!;neutral
just did my bit to stimulate the economy;neutral
utter **** th;negative
happy mothers day;positive
Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!;neutral
No matter how offensive Denny can be, I love Denny Crane!  He is a riot.;positive
evil laugh*;negative
chillaxing re;positive
#Vancouver gets tough with slum landlords..ew backed up sewage;neutral
rest well!;positive
tummy is hurting,;negative
What happened to the warm?  I will commence pouting until it returns READYSETGO;neutral
i got stung. by a bee.;negative
Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat;neutral
im feeling like ish!;negative
I`ll try but silly silly tweetdeck being mean to me again;neutral
right direction;positive
standard;positive
love me;positive
gaah;negative
Still working;neutral
i didnt get paid this week  roll on tuesday;neutral
what was it? I missed it.;neutral
I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it;neutral
I knew something was wrong with this guy.  Now it`s been confirmed!  Thanks for the pic!;neutral
_Is_Here oh hun, i`m sorry... out of everything you`ve been through, the last thing you deserve is to be unhappy at home..;neutral
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there`s a $590 repair and still no tires.;neutral
It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.;positive
t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request;neutral
DENIED at work;negative
is cheering on the Arsenal Ladies!!    and missing my M...x;neutral
Back to work today but I don`t even mind.;neutral
god peppermint mochas frappachinos are amazing...  and addicti;positive
Happy;positive
HD full again...  http://plurk.com/p/x2eb3;neutral
? I LOVE YOU;positive
that story reminds of living in Portugal;neutral
probably not  I want to go home;neutral
Dimples was in the preview... are they not on today?  It hasn`t aired here yet..;neutral
love;positive
All the best with the Cup Final today. Have fun;positive
Does not feel good;negative
missing;negative
I am UCE, I did my PGCE there   went to Leicester for my main degree though ...;neutral
ur linky no worky;neutral
lonely;negative
s suck;negative
annoying.;negative
die;negative
Cool Things For Successful Entrepreneurs To Do;positive
Good(night) again!;positive
_langley Hi guys! Guess who has Twitter on her phone now? Me!;neutral
hopefully;positive
woo exams nxt wk;neutral
stolen;negative
would of won th;negative
<33333333333;positive
awwwww;positive
i dont get it;neutral
back from the city... breakfast time;neutral
Happy;positive
I had an absolutly GREAT day with a few stressors.;positive
blast!;positive
R.I.P Fristy just thinking abt her;negative
good;positive
always refreshing~;positive
Okay, now I`m listening to Jonathan Coulton and working. Woo.;neutral
i can`t find my tennis racket!!;neutral
dual reject ...  http://tinyurl.com/mfm7tl;neutral
you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....;neutral
_fam lol it`s coming up too  probably mid june early julyish???;neutral
is feeling very happy despite the amount of work that i need to do today!!! Happy times;positive
fail;negative
Just Finished My English Final...Just One Step Closer To The End.;neutral
I`M FEELING GREAT!;positive
died!!;negative
heyyy you  LOL wassup mamas?;neutral
awlll mann  we should meet up this summa or something!;neutral
And what`s your blog entry about?;neutral
what`s wrong?  maybe I can help?;neutral
is chilling at home;positive
no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:;neutral
in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) );neutral
aaaaaaaaaaa McFly;neutral
Never wash my cats at home again, they hate water;negative
goodnight;positive
slow.;negative
awesome;positive
hopefully my;positive
i miss yoooouuuu!!!!;negative
) Luvv Youu;positive
u said u was gonna follow  its nita from ur live chat;neutral
really stink;negative
not fair...;negative
pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!;positive
I shall annoyingly tweet at you tomorrow.;negative
Aww, no one`s on MSN;neutral
I feel almost empty inside today.  Not a good feeling.;negative
schade  #tv_addict;neutral
sick;negative
loves th;positive
my husband wears the same shirt all the time, think you can send some of that this way??;neutral
I`m sad.;negative
love;positive
good;positive
has sent Ben off to do the weekly shop  woo!;neutral
Not by choice.  I have to use it for that one project that never ends!;neutral
I had a little cry.;negative
making Shell join twitter so I have a follower;neutral
Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we`re ready for tea time;neutral
Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.;positive
Cant handle;negative
humble;positive
Don`t feel like it;negative
u already took da pic with out me;neutral
awesome;positive
Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more;neutral
Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.;neutral
teased up;positive
The Eagles make saturday nights so much better.;positive
tired.;negative
I love twitting from Gmail;positive
Thanks;positive
Thank;positive
Happy mother`s day ev;positive
Scratch that. Now we`re watching `marley and me`. Thinking I could stay awake better for this one.;neutral
Are you shattered after that long week?  Thats a pity about tomorrow night;neutral
just played volleyball?;neutral
better;positive
embarrased;negative
My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd;neutral
Happ;positive
Loving this more and more;positive
i miss Oceans;negative
awww NO. you`re not ugly.;neutral
love;positive
lucky;positive
there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud;neutral
wow,;positive
miss;negative
you`ll be alright;positive
Happy birthday to me;positive
ugh..;negative
sounds like a perfect way to spend a sunday evening. Enjoy;positive
Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis;positive
A movie`s worst fate us;negative
ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work;positive
Off work, trying to relax for about 30 mins before I`ve gotta go back to sleep;neutral
fail;negative
Happy;positive
driving me mental;negative
so lame;negative
You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!;neutral
BORED.  would love someone to talk to.;neutral
yes, I do  but why did you change?;neutral
LAPPYTOP BATERRRY DYING,t;negative
I appreciate the concern! Game On!;positive
i noo  i went to the zoo instead lol!! ru goin out 2night??? ****;neutral
Collabro w/JPhlip called 'California' was another hot one.;neutral
happy mothers day;positive
i havent gotten any prank calls making me laugh in so long.;neutral
ache;negative
Superman;positive
Just made breakfast for her mom;neutral
hot and sweaty;negative
finally, holiday.;positive
my school is like the only one thats NOT on vacation.;neutral
if he did, he would say hi.;neutral
*is bad ****...He still is;negative
Wants to game tonight with her friends;neutral
Okay. I`m all out of ideas;neutral
was smile smile smile,;positive
But thnx for the pm`s;positive
;
stupid rain!;negative
so sad.;negative
d interesting;positive
That would be the coolest thing ever!;positive
Yeah, I`m getting ready to go get pizza. Then nothing to do  Maybe _2gnt will want to play Xbox.;neutral
what`s good about working a double?...Jasmin;neutral
Cleaned the screen on my new PC DOS machine and took another 'screenshot'  http://bit.ly/QLzP2;neutral
On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I`m SO eating pizza tonight. hoorah!;neutral
i suck.;negative
ruined:d;negative
hurts;negative
my knee is hurting so bad;negative
girl, when you crash, it may last for 2 days;neutral
aww im sorry;negative
blast;positive
s good;positive
i would;positive
Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!;neutral
;
spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah;neutral
I tried 2 vote 4 u the other day but I couldn`t figure out how 2 do it  help? Lol;neutral
it made me sad;negative
there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve;neutral
Nice;positive
_kearley That`s Twitter for you.;neutral
****;negative
**** **** **** ****,  please comment me back  ILY;neutral
. I`m sorry, that`s really sucky.;negative
thanks for the link love yesterday by the way;positive
I`m so sleep deprived but it`s to hot to sleep.;negative
new golf VI TSi 160HP is fast!;neutral
Uggh;negative
I really need to lose weight. Anybody wanna be my exercise-buddy?;neutral
glad;positive
Can`t believe how gorgeous the weather has been today;positive
Morning, that`s not mean, that`s just smart;neutral
;
In Toronto  waiting for YOU!!! 48 days to go!;positive
wants cookie;positive
Happy;positive
Five more long days. Ahh!;positive
happy mother`s day;positive
I must agree I do like blackberries!;positive
which is a pain if you need to use all of them;negative
a pink balloon for mum on her day;neutral
it`s friday! trying to find something to do;positive
stupid;negative
that sucks;negative
yesh. lawl;neutral
dedicated;positive
madly sorry;negative
@ work again;neutral
Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55;neutral
worse th;negative
On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties;neutral
its from all that **** ****, i forgot the lube. ****  may need to go to the E.R.;neutral
About to get crazy;neutral
good.;positive
poor;negative
now the crazy is all gone.;negative
found a pack of United Red Carpet Club booze vouchers. Anyone wanting to have quite a few drinks there, come with me as it appears;neutral
HAPP;positive
great.;positive
real bad;negative
Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed;negative
sad;negative
jealous;negative
Bring me food before you go please.;neutral
Hi frenchie *-* i`ll do that...later  :p;neutral
is not too hot and not to cold;neutral
You rock my socks off! Sorry you have to go to BFE Maryland.;neutral
a HUGE SPIDER just crawled past me.  HUGE.;neutral
Oh no! So sorry about your pets..;negative
iPhone jealousy. This self-denial is harmful! Just let it out.;negative
There goes my life. Right into a cardboard box.;negative
people love the human society;positive
I am so tired!;negative
i laughed pretty much the whole time.;positive
Thanks;positive
laughing at all the dumb stuff I;positive
Thanks for the tip;positive
hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?;neutral
I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.;positive
Loving the weather this weekend, shame i`m back into work tomorrow;neutral
Downtown was fun tonight  The walk back to the car was rediculous lol;neutral
too much homework, with paying work to interrupt! i`m screwed;negative
I miss you;negative
happy;positive
love;positive
I`m working all weekend;neutral
love the song 't;positive
BEST PLACE TO BE!;positive
Omfg this test is a joke.;neutral
bored..;negative
, a 74 is not 'quite alright'!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries.;neutral
Where`s my Happiness?;neutral
i love mandy moore so much  and also angela;positive
Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!;neutral
Wake up **** But tired. On this moment i listing some music for make me happy and let me wake up;neutral
good;positive
May the Forth be with you... ha yes... Today is my birthday  Star Wars day.;positive
thanks;positive
So Windows LiveWriter`s accessible? Guess that answers that.;neutral
hope;positive
_kryptik the usual... applications, checking statuses, reading stuff that`s ... wel... not arbit  etc;neutral
miss;negative
oh really? why HELLO there;neutral
;
r, hate it.;negative
change of plans. won`t be seeing Up today.;neutral
soggy.;negative
confusions;negative
lol, I know how you feel, but with 4 kids and my current work load, I am maxed out with no time to grow things.;neutral
: I`ll be in Heerlen on Sunday but you won`t be there, right?;neutral
Woot freaking hoo,;positive
good;positive
yer, oh that`s **** cause u hell need to post more haha so we can talk;neutral
freed;positive
still i feel its not at all fair..;negative
rlich!;neutral
aren`t so bad;positive
Well this is just lovely.  I am completely flattened by a back injury.;positive
waching gray`s antomy;neutral
hurray!;positive
hurts;negative
Sad that Gmail chat has died, so I can`t help;negative
1:36 AM screw it im going to bed... one love;neutral
NO WAY MAN! i like 21 year olds;neutral
cute!!;positive
AWESOME ti;positive
Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....;neutral
New To twitter;neutral
cheap se;negative
morning! I`m in the garden getting air;neutral
out enjoying the weather be;positive
yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO;neutral
Sorry for the long listening.;negative
gut;neutral
Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.;neutral
sad;negative
love;positive
happiest;positive
young  the end is nigh;negative
sleep? what`s sleep again? I`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.;neutral
I have yet to even get out to play this year  soon I hope!;neutral
Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing;neutral
Just had mothers day lunch here  http://twitpic.com/4wfeo;neutral
awwww i cried...makes me cry  i love joey!;neutral
I agree. I missed a LOT while I was away and busy and now it`s like a whole new place;negative
Off for a bit of a motorcycle trip today!;neutral
;
Happy mother`s day and to the god mother`s and step mother`s too....;positive
great;positive
lmao - That would have taken me at least a week!;neutral
hubz company was organising ...i had to be there!;neutral
sucks.;negative
wtf);negative
Apologies;negative
i love the new hairdo!;positive
caught;negative
i`m bored!;negative
, we need u on the show!;positive
Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won;neutral
Rumbo a bachilleres;neutral
Yeah, I hired some guy named Lenny to tend to the rabbits this year.;neutral
who`s the jerk!?;negative
i`ve been eating cheetos all morning..;neutral
thanks;positive
love;positive
BAD;negative
So excited;positive
finally clean.;positive
anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai;neutral
soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page;neutral
bored , cleanin the house;negative
finishing off a quick magazine article for CAP, can`t wait to get it done and get back to the book;neutral
WOW.;positive
Yeehah, quality;neutral
Bored;negative
its the wine!!;neutral
Regrettin;negative
hoping;positive
I hurt my foot in gym class.;negative
Appending the #verticalchinese hash tag is a nice touch.;neutral
m sorry;negative
Home now. Some invaders have taken over my base;neutral
sick;negative
Oh good, this thing is viral now;positive
cool;positive
fuckn awesome atm!!;positive
I`m off to Costco in a bit to print off more photos for my photobook;neutral
Sacrilege;negative
throw;negative
Hopefully;positive
thank;positive
thankyou;positive
hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight.;neutral
I`m feeling sick  yuck!;negative
s better;positive
: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW;neutral
Not excited;negative
Awesome;positive
bored;negative
OMG!! that is tragic!;neutral
Yeah, I only drank a little bit anyways. It definitely was the show and not the drink!!;neutral
I think my iPod touch may be breaking itself.;neutral
We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here;neutral
good;positive
You are too sweet!;positive
happy birthday month!! I only get a day but you deserve the whole month;positive
thanks;positive
w I love Robert Pattinson!!;positive
got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitychec;neutral
at home  im so lonely here...;negative
good morning/b;positive
i`m messing with my metabolism;negative
R.I.P little bird that flew into my window snapping his neck;negative
The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart.  Seriously wow.  I miss Reading, & Dublin;neutral
i`m still awake, coulnd`t go back to sleep;neutral
luv;positive
Rock;positive
Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!;neutral
. Really I look like a boy!!! I need someone to do my hair!;neutral
Did you know its Star Wars Day today... May the 4th be with you!;neutral
It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 <<have a look;neutral
Aw thank you.;positive
twisted;negative
I wish I could go to E3.  Oh well...;neutral
got one because of my babygirl;neutral
Yeah that`s me  I used my initials for my Flickr account!;neutral
PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.;neutral
Absolutely!  When we hit bottom there is only one way to go.;neutral
I would be there... But I live across the country;neutral
yay! you should do it. just think about the animals and it`s not as hard;positive
Baking cakes with my Momma! );neutral
not that great.;negative
Yeah it sucks i tried to ask a Q 2. But they never answered.  But i loved it when joe hugged nick.;neutral
sweet;positive
haha I really don`t but I`m going to this workshop at school next week. Are you going? Plus my car is broken right now;neutral
Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money;neutral
